id,cmgroup
2424,260
2425,260
2426,260
2427,260
2428,270
2429,270
2430,270
2431,270
2432,270
2433,280
2434,280
2435,280
2436,280
2437,180
2438,180
2439,180
2440,160
2441,160
2442,170
2443,170
2444,290
2445,290
2446,260
2447,260
2448,210
2449,210
2450,230
2451,230
2452,230
2453,230
2454,260
2455,260
2456,260
2457,260
2458,270
2459,270
2460,280
2461,280
2462,280
2463,280
2464,290
2465,290
2466,260
2467,260
2468,210
2469,210
2470,230
2471,230
2472,230
2473,230
2474,280
2475,280
2476,290
2477,290
2478,290
2479,290
2480,240
2481,240
2482,240
2483,250
2484,250
2485,260
2486,260
2487,260
2488,270
2489,270
2490,270
2491,270
2492,270
2493,210
2494,210
2495,210
2496,210
2497,210
2498,210
2499,210
2500,220
2501,220
2502,220
2503,220
2504,220
2505,220
2506,220
2507,220
2508,220
2509,220
2510,220
2511,220
2512,230
2513,230
2514,230
2515,230
2516,230
2517,230
2518,230
2519,230
2520,230
2521,230
2522,230
2523,230
2524,240
2525,240
2526,240
2527,240
2528,240
2529,240
2530,240
2531,240
2532,240
2533,240
2534,240
2535,240
2536,240
2537,240
2538,240
2539,240
2540,240
2541,250
2542,250
2543,250
2544,250
2545,250
2546,250
2547,260
2548,260
2549,260
2550,260
2551,260
2552,260
2553,260
2554,260
2555,260
2556,260
2557,260
2558,270
2559,270
2560,270
2561,270
2562,270
2563,270
2564,270
2565,270
2566,270
2567,270
2568,270
2569,270
2570,270
2571,270
2572,280
2573,280
2574,280
2575,280
2576,280
2577,280
2578,290
2579,290
2580,300
2581,300
2582,220
2583,220
2584,220
2585,230
2586,230
2587,230
2588,230
2589,240
2590,240
2591,240
2592,260
2593,260
2594,260
2595,260
2596,210
2597,210
2598,210
2599,230
2600,230
2601,230
2602,230
2603,230
2604,170
2605,170
2606,170
2607,180
2608,180
2609,190
2610,190
2611,160
2612,160
2613,220
2614,220
2615,260
2616,260
2617,160
2618,160
2619,230
2620,230
2621,210
2622,210
2623,210
2624,230
2625,230
2626,230
2627,230
2628,240
2629,240
2630,260
2631,260
2632,280
2633,280
2634,220
2635,220
2636,230
2637,230
2638,270
2639,270
2640,270
2641,270
2642,170
2643,170
2644,210
2645,210
2646,220
2647,220
2648,220
2649,230
2650,230
2651,240
2652,240
2653,240
2654,210
2655,210
2656,220
2657,220
2658,220
2659,230
2660,230
2661,230
2662,230
2663,230
2664,270
2665,270
2666,270
2667,210
2668,210
2669,170
2670,170
2671,170
2672,160
2673,160
2674,160
2675,160
2676,180
2677,180
2678,180
2679,190
2680,190
2681,170
2682,170
2683,180
2684,180
2685,200
2686,200
2687,210
2688,210
2689,210
2690,210
2691,210
2692,210
2693,220
2694,220
2695,220
2696,220
2697,220
2698,220
2699,220
2700,220
2701,220
2702,220
2703,220
2704,230
2705,230
2706,230
2707,230
2708,230
2709,230
2710,230
2711,230
2712,230
2713,230
2714,230
2715,230
2716,240
2717,240
2718,240
2719,240
2720,240
2721,250
2722,250
2723,250
2724,250
2725,250
2726,250
2727,260
2728,260
2729,260
2730,260
2731,260
2732,260
2733,260
2734,260
2735,260
2736,260
2737,260
2738,270
2739,270
2740,270
2741,280
2742,280
2743,280
2744,280
2745,280
2746,280
2747,280
2748,320
2749,320
2750,210
2751,210
2752,210
2753,220
2754,220
2755,220
2756,220
2757,220
2758,230
2759,230
2760,230
2761,240
2762,240
2763,240
2764,240
2765,240
2766,240
2767,240
2768,250
2769,250
2770,250
2771,260
2772,260
2773,300
2774,300
2775,280
2776,280
2777,280
2778,280
2779,280
2780,280
2781,280
2782,220
2783,220
2784,220
2785,220
2786,230
2787,230
2788,220
2789,220
2790,210
2791,210
2792,210
2793,220
2794,220
2795,220
2796,220
2797,220
2798,220
2799,220
2800,220
2801,220
2802,220
2803,220
2804,220
2805,220
2806,230
2807,230
2808,230
2809,230
2810,230
2811,230
2812,230
2813,230
2814,230
2815,230
2816,230
2817,230
2818,230
2819,230
2820,230
2821,230
2822,230
2823,240
2824,240
2825,240
2826,240
2827,240
2828,240
2829,240
2830,240
2831,240
2832,240
2833,240
2834,240
2835,240
2836,240
2837,240
2838,240
2839,240
2840,250
2841,250
2842,250
2843,250
2844,250
2845,250
2846,250
2847,250
2848,250
2849,250
2850,250
2851,260
2852,260
2853,260
2854,260
2855,260
2856,260
2857,260
2858,260
2859,260
2860,260
2861,260
2862,260
2863,260
2864,270
2865,270
2866,270
2867,270
2868,270
2869,270
2870,270
2871,270
2872,270
2873,270
2874,270
2875,280
2876,280
2877,280
2878,280
2879,280
2880,280
2881,280
2882,280
2883,290
2884,290
2885,290
2886,290
2887,300
2888,300
2889,450
2890,450
2891,190
2892,190
2893,230
2894,230
2895,230
2896,230
2897,280
2898,280
2899,280
2900,290
2901,290
2902,290
2903,310
2904,310
2905,400
2906,400
2907,420
2908,420
2909,420
2910,420
2911,440
2912,440
2913,440
2914,220
2915,220
2916,280
2917,280
2918,220
2919,220
2920,220
2921,240
2922,240
2923,240
2924,250
2925,250
2926,280
2927,280
2928,280
2929,310
2930,310
2931,320
2932,320
2933,310
2934,310
2935,190
2936,190
2937,200
2938,200
2939,200
2940,210
2941,210
2942,210
2943,210
2944,210
2945,220
2946,220
2947,220
2948,220
2949,220
2950,220
2951,220
2952,220
2953,220
2954,220
2955,220
2956,220
2957,230
2958,230
2959,230
2960,230
2961,230
2962,230
2963,230
2964,230
2965,230
2966,230
2967,230
2968,230
2969,230
2970,230
2971,230
2972,230
2973,230
2974,230
2975,240
2976,240
2977,240
2978,240
2979,240
2980,240
2981,240
2982,240
2983,240
2984,240
2985,240
2986,240
2987,240
2988,240
2989,240
2990,240
2991,240
2992,250
2993,250
2994,250
2995,250
2996,250
2997,250
2998,250
2999,250
3000,250
3001,250
3002,250
3003,250
3004,250
3005,250
3006,250
3007,250
3008,260
3009,260
3010,260
3011,260
3012,260
3013,260
3014,260
3015,270
3016,270
3017,270
3018,270
3019,270
3020,270
3021,280
3022,280
3023,280
3024,280
3025,280
3026,280
3027,280
3028,280
3029,280
3030,280
3031,280
3032,280
3033,280
3034,290
3035,290
3036,290
3037,290
3038,290
3039,290
3040,290
3041,290
3042,290
3043,290
3044,290
3045,290
3046,290
3047,290
3048,290
3049,290
3050,290
3051,290
3052,300
3053,300
3054,300
3055,300
3056,300
3057,300
3058,300
3059,300
3060,300
3061,300
3062,300
3063,300
3064,300
3065,300
3066,300
3067,300
3068,310
3069,310
3070,310
3071,310
3072,310
3073,310
3074,310
3075,320
3076,320
3077,320
3078,320
3079,320
3080,320
3081,320
3082,400
3083,400
3084,550
3085,550
3086,160
3087,160
3088,160
3089,160
3090,160
3091,470
3092,470
3093,470
3094,470
3095,470
3096,470
3097,470
3098,470
3099,470
3100,180
3101,180
3102,180
3103,180
3104,180
3105,180
3106,180
3107,190
3108,190
3109,190
3110,190
3111,190
3112,230
3113,230
3114,270
3115,270
3116,290
3117,290
3118,300
3119,300
3120,300
3121,310
3122,310
3123,310
3124,310
3125,230
3126,230
3127,240
3128,240
3129,240
3130,260
3131,260
3132,280
3133,280
3134,280
3135,310
3136,310
3137,310
3138,230
3139,230
3140,250
3141,250
3142,250
3143,250
3144,280
3145,280
3146,290
3147,290
3148,290
3149,290
3150,290
3151,310
3152,310
3153,310
3154,320
3155,320
3156,420
3157,420
3158,300
3159,300
3160,300
3161,250
3162,250
3163,320
3164,320
3165,400
3166,400
3167,400
3168,180
3169,180
3170,230
3171,230
3172,230
3173,240
3174,240
3175,240
3176,260
3177,260
3178,280
3179,280
3180,290
3181,290
3182,310
3183,310
3184,310
3185,230
3186,230
3187,230
3188,420
3189,420
3190,220
3191,220
3192,220
3193,230
3194,230
3195,230
3196,230
3197,230
3198,230
3199,230
3200,230
3201,250
3202,250
3203,250
3204,250
3205,250
3206,250
3207,250
3208,250
3209,270
3210,270
3211,270
3212,270
3213,270
3214,270
3215,280
3216,280
3217,280
3218,280
3219,290
3220,290
3221,290
3222,300
3223,300
3224,300
3225,310
3226,310
3227,310
3228,170
3229,170
3230,170
3231,230
3232,230
3233,280
3234,280
3235,290
3236,290
3237,290
3238,290
3239,300
3240,300
3241,300
3242,310
3243,310
3244,320
3245,320
3246,250
3247,250
3248,250
3249,250
3250,250
3251,250
3252,280
3253,280
3254,280
3255,280
3256,290
3257,290
3258,290
3259,290
3260,290
3261,290
3262,290
3263,290
3264,290
3265,290
3266,300
3267,300
3268,300
3269,300
3270,300
3271,300
3272,300
3273,300
3274,300
3275,300
3276,300
3277,310
3278,310
3279,310
3280,310
3281,320
3282,320
3283,320
3284,330
3285,330
3286,330
3287,340
3288,340
3289,340
3290,340
3291,380
3292,380
3293,390
3294,390
3295,390
3296,400
3297,400
3298,400
3299,410
3300,410
3301,420
3302,420
3303,420
3304,440
3305,440
3306,440
3307,490
3308,490
3309,270
3310,270
3311,270
3312,280
3313,280
3314,280
3315,290
3316,290
3317,290
3318,290
3319,290
3320,290
3321,300
3322,300
3323,300
3324,300
3325,300
3326,300
3327,310
3328,310
3329,330
3330,330
3331,390
3332,390
3333,440
3334,440
3335,270
3336,270
3337,270
3338,270
3339,270
3340,270
3341,270
3342,270
3343,280
3344,280
3345,290
3346,290
3347,310
3348,310
3349,310
3350,310
3351,310
3352,310
3353,430
3354,430
3355,450
3356,450
3357,290
3358,290
3359,300
3360,300
3361,300
3362,220
3363,220
3364,290
3365,290
3366,310
3367,310
3368,260
3369,260
